碧林湾(公寓),2室2厅,86平米,https://sh.lianjia.com/chengjiao/107101146894.html,2019.03.26,533,挂牌545万,成交周期4天,61977,低楼层(共6层),2004年建板楼,南 , 其他
宝仪花苑,2室2厅,80.83平米,https://sh.lianjia.com/chengjiao/107100742104.html,2019.03.25,480,挂牌502万,成交周期156天,59384,高楼层(共6层),1997年建板楼,南 , 精装
华宝花园,2室2厅,90.65平米,https://sh.lianjia.com/chengjiao/107101008691.html,2019.03.25,475,挂牌470万,成交周期39天,52400,高楼层(共6层),1995年建板楼,南 , 简装
青年路210号,2室2厅,56.5平米,https://sh.lianjia.com/chengjiao/107100928579.html,2019.03.24,365,挂牌368万,成交周期84天,64602,高楼层(共6层),1994年建板楼,南 , 精装
白雪公主,2室2厅,91.46平米,https://sh.lianjia.com/chengjiao/107100921104.html,2019.03.24,500,挂牌510万,成交周期87天,54669,中楼层(共11层),2004年建板楼,南 , 简装
茂盛城市花园,2室1厅,72.32平米,https://sh.lianjia.com/chengjiao/107101130606.html,2019.03.24,516,挂牌530万,成交周期6天,71350,中楼层(共6层),1994年建板楼,南 , 其他
园艺新村,2室1厅,61.45平米,https://sh.lianjia.com/chengjiao/107101037735.html,2019.03.18,312,挂牌331万,成交周期26天,50773,低楼层(共6层),1995年建板楼,南 , 精装
碧林湾新苑,2室2厅,88.26平米,https://sh.lianjia.com/chengjiao/107100403690.html,2019.03.18,529,挂牌535万,成交周期269天,59937,高楼层(共18层),2010年建板楼,南 , 精装
万泰花园,2室1厅,66平米,https://sh.lianjia.com/chengjiao/107101084689.html,2019.03.17,333,挂牌340万,成交周期13天,50379,高楼层(共6层),1997年建板楼,南 , 简装
万科城市花园,2室1厅,65.42平米,https://sh.lianjia.com/chengjiao/107101003091.html,2019.03.17,346,挂牌350万,成交周期34天,52890,中楼层(共12层),1995年建塔楼,北 , 精装
豪世盛地,2室2厅,98.03平米,https://sh.lianjia.com/chengjiao/107100561115.html,2019.03.15,380,挂牌390万,成交周期210天,38764,高楼层(共5层),2000年建板楼,南 , 简装
三佳花苑,2室1厅,50.22平米,https://sh.lianjia.com/chengjiao/107101025209.html,2019.03.15,354,挂牌375万,成交周期26天,70391,中楼层(共6层),1994年建板楼,南 , 精装
黎明花园,2室1厅,68.46平米,https://sh.lianjia.com/chengjiao/107101074267.html,2019.03.15,277,挂牌285万,成交周期13天,40462,高楼层(共6层),1997年建板楼,南 , 简装
金美苑,2室1厅,80.04平米,https://sh.lianjia.com/chengjiao/107101101645.html,2019.03.13,278,挂牌310万,成交周期4天,34733,高楼层(共6层),1996年建板楼,南 , 毛坯
学院新村,2室1厅,64.29平米,https://sh.lianjia.com/chengjiao/107100969582.html,2019.03.11,375,挂牌385万,成交周期54天,58330,高楼层(共6层),1997年建板楼,南 北 , 其他
东方花园(一期),2室2厅,78.61平米,https://sh.lianjia.com/chengjiao/107101046659.html,2019.03.11,399,挂牌415万,成交周期17天,50757,高楼层(共6层),1998年建板楼,南 , 精装
水清年华花园,1室1厅,58.62平米,https://sh.lianjia.com/chengjiao/107100983041.html,2019.03.11,303,挂牌315万,成交周期48天,51689,低楼层(共11层),2007年建板楼,南 , 精装
万泰花园,2室1厅,66.61平米,https://sh.lianjia.com/chengjiao/107101079306.html,2019.03.11,316,挂牌330万,成交周期8天,47441,高楼层(共6层),1997年建板楼,南 , 简装
万科城市花园,2室2厅,74平米,https://sh.lianjia.com/chengjiao/107101085484.html,2019.03.11,370,挂牌384万,成交周期7天,50000,中楼层(共7层),1994年建板楼,南 北 , 简装
欣源公寓,2室2厅,87.52平米,https://sh.lianjia.com/chengjiao/107100994034.html,2019.03.10,405,挂牌416万,成交周期41天,46276,中楼层(共6层),1995年建板楼,南 , 简装
广海花园,2室1厅,67.17平米,https://sh.lianjia.com/chengjiao/107101047401.html,2019.03.10,336,挂牌349万,成交周期15天,50023,低楼层(共6层),1994年建板楼,南 , 精装
金泰公寓,2室1厅,61.24平米,https://sh.lianjia.com/chengjiao/107100941203.html,2019.03.10,370,挂牌390万,成交周期65天,60419,中楼层(共6层),1995年建板楼,南 , 简装
万科城市花园,2室2厅,72.33平米,https://sh.lianjia.com/chengjiao/107101096755.html,2019.03.10,339,挂牌350万,成交周期3天,46869,中楼层(共8层),1997年建板楼,南 北 , 精装
万科城市花园,2室2厅,72.7平米,https://sh.lianjia.com/chengjiao/107100996662.html,2019.03.09,352,挂牌357万,成交周期27天,48419,中楼层(共7层),1995年建板楼,南 北 , 精装
万兆家园(一期),3室2厅,84.4平米,https://sh.lianjia.com/chengjiao/107100322688.html,2019.03.07,495,挂牌500万,成交周期286天,58650,低楼层(共6层),2000年建板楼,南 , 简装
绿野香洲(公寓),3室2厅,107.53平米,https://sh.lianjia.com/chengjiao/107101009019.html,2019.03.07,612,挂牌660万,成交周期21天,56915,中楼层(共5层),2004年建板楼,南 , 精装
西郊英园,1室2厅,65.24平米,https://sh.lianjia.com/chengjiao/107100040241.html,2019.03.06,340,挂牌350万,成交周期372天,52116,低楼层(共11层),2010年建板楼,南 , 精装
万泰花园,3室2厅,86.27平米,https://sh.lianjia.com/chengjiao/107101071394.html,2019.03.04,420,挂牌440万,成交周期3天,48685,高楼层(共6层),1997年建板楼,南 , 其他
三佳花苑,2室1厅,65.65平米,https://sh.lianjia.com/chengjiao/107100235375.html,2019.03.04,379,挂牌400万,成交周期313天,57731,高楼层(共6层),1994年建板楼,南 , 其他
华宝花园,3室2厅,99.88平米,https://sh.lianjia.com/chengjiao/107100966100.html,2019.03.04,457,挂牌470万,成交周期48天,45705,中楼层(共6层),1995年建板楼,南 , 精装
黎明花园,2室1厅,68.46平米,https://sh.lianjia.com/chengjiao/107100909434.html,2019.03.03,280,挂牌290万,成交周期70天,40900,中楼层(共6层),1997年建板楼,南 北 , 其他
佳宝新村,2室1厅,65.68平米,https://sh.lianjia.com/chengjiao/107100925673.html,2019.03.02,275,挂牌278万,成交周期63天,41870,高楼层(共6层),1994年建板楼,南 , 其他
广海花园,2室1厅,60.95平米,https://sh.lianjia.com/chengjiao/107100604003.html,2019.03.01,307,挂牌314万,成交周期181天,50370,高楼层(共6层),1994年建板楼,南 , 简装
万科城花新园,3室2厅,87.18平米,https://sh.lianjia.com/chengjiao/107101038827.html,2019.02.27,568,挂牌600万,成交周期6天,65153,高楼层(共11层),2010年建板楼,西南 , 精装
万科城市花园,2室1厅,65.42平米,https://sh.lianjia.com/chengjiao/107100958266.html,2019.02.27,300,挂牌320万,成交周期47天,45858,中楼层(共12层),1995年建塔楼,北 , 其他
东方花园(一期),2室2厅,81.36平米,https://sh.lianjia.com/chengjiao/107100468964.html,2019.02.26,401,挂牌420万,成交周期226天,49288,高楼层(共6层),1999年建板楼,南 , 其他
万泰花园,2室1厅,66.15平米,https://sh.lianjia.com/chengjiao/107100736475.html,2019.02.25,328,挂牌342万,成交周期129天,49585,高楼层(共6层),1996年建板楼,南 , 精装
佳宝新村,2室1厅,68.64平米,https://sh.lianjia.com/chengjiao/107100905791.html,2019.02.24,292,挂牌300万,成交周期65天,42541,高楼层(共6层),1994年建板楼,南 , 精装
宝隆新村,3室1厅,91.15平米,https://sh.lianjia.com/chengjiao/107100478472.html,2019.02.24,423,挂牌450万,成交周期220天,46408,高楼层(共6层),1993年建板楼,南 北 , 简装
秀枫翠谷,2室2厅,76.82平米,https://sh.lianjia.com/chengjiao/107100239938.html,2019.02.24,397,挂牌430万,成交周期303天,51680,低楼层(共6层),1994年建板楼,南 , 精装
万科城市花园,2室2厅,72.71平米,https://sh.lianjia.com/chengjiao/107101004202.html,2019.02.22,317,挂牌320万,成交周期10天,43598,高楼层(共7层),1995年建板楼,南 北 , 其他
欣源公寓,2室2厅,87.94平米,https://sh.lianjia.com/chengjiao/107100965917.html,2019.02.22,402,挂牌420万,成交周期39天,45713,低楼层(共5层),1995年建板楼,南 , 简装
黎明花园,2室1厅,54.38平米,https://sh.lianjia.com/chengjiao/107100743006.html,2019.02.21,234,挂牌243万,成交周期123天,42939,高楼层(共6层),1995年建板楼,南 , 简装
三佳花苑,2室1厅,58.27平米,https://sh.lianjia.com/chengjiao/107100828233.html,2019.02.18,376,挂牌390万,成交周期89天,64528,低楼层(共6层),1994年建板楼,南 , 精装
华宝花园,2室2厅,90.84平米,https://sh.lianjia.com/chengjiao/107100140031.html,2019.02.17,446,挂牌465万,成交周期329天,49043,中楼层(共6层),1997年建板楼,南 , 简装
三佳花苑,2室1厅,50.22平米,https://sh.lianjia.com/chengjiao/107100847695.html,2019.02.16,342,挂牌360万,成交周期80天,68101,高楼层(共6层),1994年建板楼,南 , 其他
万科城花新园,3室2厅,98.57平米,https://sh.lianjia.com/chengjiao/107100983764.html,2019.01.29,634,挂牌640万,成交周期7天,64320,中楼层(共11层),2010年建板楼,南 , 精装
碧林湾南苑(华友路260弄),2室1厅,85.48平米,https://sh.lianjia.com/chengjiao/107100752883.html,2019.01.29,399,挂牌434万,成交周期97天,46678,高楼层(共6层),2004年建板楼,南 , 简装
万科城市花园,2室2厅,73平米,https://sh.lianjia.com/chengjiao/107100865762.html,2019.01.29,380,挂牌385万,成交周期54天,52055,低楼层(共7层),1994年建板楼,南 , 其他
白雪公主,2室2厅,96.89平米,https://sh.lianjia.com/chengjiao/107100976684.html,2019.01.29,496,挂牌537万,成交周期9天,51193,高楼层(共11层),2004年建板楼,南 , 其他
佳宝新村,2室1厅,69平米,https://sh.lianjia.com/chengjiao/107100348392.html,2019.01.28,287,挂牌295万,成交周期239天,41595,高楼层(共6层),1994年建板楼,南 , 精装
万科朗润园,1室1厅,50.14平米,https://sh.lianjia.com/chengjiao/107100594143.html,2019.01.28,263,挂牌270万,成交周期153天,52454,中楼层(共8层),2006年建板楼,南 , 精装
华宝花园,2室2厅,90.65平米,https://sh.lianjia.com/chengjiao/107100625068.html,2019.01.27,414,挂牌435万,成交周期142天,45671,高楼层(共6层),1996年建板楼,南 , 其他
佳宝新村,2室1厅,64.95平米,https://sh.lianjia.com/chengjiao/107002321505.html,2019.01.21,271,挂牌278万,成交周期379天,41725,高楼层(共6层),1994年建板楼,南 , 精装
金泰公寓,2室1厅,59.99平米,https://sh.lianjia.com/chengjiao/107100327300.html,2019.01.21,388,挂牌399万,成交周期239天,64678,低楼层(共6层),1996年建板楼,南 , 毛坯
万科城市花园,2室2厅,73.73平米,https://sh.lianjia.com/chengjiao/107100659084.html,2019.01.21,318,挂牌328万,成交周期124天,43131,高楼层(共6层),1994年建板楼,东 西 , 简装
万科城市花园,2室2厅,72.68平米,https://sh.lianjia.com/chengjiao/107100883626.html,2019.01.20,332,挂牌350万,成交周期38天,45680,高楼层(共8层),1995年建板楼,南 , 精装
三佳花苑,2室1厅,65.66平米,https://sh.lianjia.com/chengjiao/107100117730.html,2019.01.08,395,挂牌420万,成交周期295天,60159,中楼层(共6层),1993年建板楼,南 , 简装
黎明花园,2室1厅,60.5平米,https://sh.lianjia.com/chengjiao/107100768253.html,2019.01.08,229,挂牌240万,成交周期70天,37852,高楼层(共6层),1994年建板楼,南 , 毛坯
吴宝新村,2室1厅,64.95平米,https://sh.lianjia.com/chengjiao/107100647989.html,2018.12.30,278,挂牌298万,成交周期106天,42803,中楼层(共6层),1994年建板楼,南 , 精装
万科城市花园,2室2厅,65.42平米,https://sh.lianjia.com/chengjiao/107100477495.html,2018.12.30,333,挂牌355万,成交周期164天,50902,低楼层(共12层),1994年建塔楼,南 , 简装
万兆家园(一期),2室2厅,75.39平米,https://sh.lianjia.com/chengjiao/107100863383.html,2018.12.29,356,挂牌375万,成交周期24天,47222,低楼层(共6层),2000年建板楼,南 , 简装
秀枫翠谷,1室1厅,59.48平米,https://sh.lianjia.com/chengjiao/107100531291.html,2018.12.24,345,挂牌375万,成交周期140天,58003,中楼层(共6层),1994年建板楼,南 , 简装
摩登堂,3室2厅,91.77平米,https://sh.lianjia.com/chengjiao/107100612443.html,2018.12.23,618,挂牌640万,成交周期111天,67343,中楼层(共18层),2012年建板楼,南 , 精装
碧林湾新苑,1室1厅,61.32平米,https://sh.lianjia.com/chengjiao/107100851769.html,2018.12.23,305,挂牌359万,成交周期23天,49740,中楼层(共18层),2010年建板楼,南 , 简装
华宝花园,3室2厅,99.81平米,https://sh.lianjia.com/chengjiao/107100443908.html,2018.12.23,465,挂牌499万,成交周期170天,46589,低楼层(共6层),1995年建板楼,南 , 精装
茂盛花苑,2室1厅,50.28平米,https://sh.lianjia.com/chengjiao/107100882160.html,2018.12.23,177,挂牌181万,成交周期10天,35203,高楼层(共6层),1998年建板楼,西南 , 简装
广海花园,3室2厅,103.95平米,https://sh.lianjia.com/chengjiao/107100875886.html,2018.12.21,565,挂牌550万,成交周期11天,54354,低楼层(共6层),2007年建板楼,南 , 精装
秀枫翠谷,2室1厅,76.83平米,https://sh.lianjia.com/chengjiao/107100844525.html,2018.12.19,378,挂牌415万,成交周期22天,49200,高楼层(共6层),1994年建板楼,南 , 简装
西郊英园,2室1厅,59.96平米,https://sh.lianjia.com/chengjiao/107100839139.html,2018.12.16,340,挂牌360万,成交周期21天,56705,中楼层(共11层),2010年建板楼,南 , 精装
宝仪花苑,2室1厅,73.08平米,https://sh.lianjia.com/chengjiao/107100733040.html,2018.12.15,450,挂牌455万,成交周期58天,61577,高楼层(共6层),1996年建板楼,南 , 精装
黎明花园,2室1厅,68.46平米,https://sh.lianjia.com/chengjiao/107100216874.html,2018.12.11,259,挂牌275万,成交周期236天,37833,高楼层(共6层),1997年建板楼,南 , 精装
西郊英园,1室1厅,67平米,https://sh.lianjia.com/chengjiao/107100318211.html,2018.12.10,315,挂牌325万,成交周期200天,47015,中楼层(共11层),2010年建板楼,南 , 精装
黎明花园,2室1厅,60.98平米,https://sh.lianjia.com/chengjiao/107100623078.html,2018.12.10,245,挂牌265万,成交周期95天,40178,高楼层(共6层),1994年建板楼,南 , 简装
佳宝新村,2室1厅,62.12平米,https://sh.lianjia.com/chengjiao/107100849933.html,2018.12.10,267,挂牌275万,成交周期11天,42982,中楼层(共6层),1994年建板楼,南 , 精装
黎明花园,2室2厅,77.28平米,https://sh.lianjia.com/chengjiao/107100477505.html,2018.12.09,298,挂牌318万,成交周期144天,38497,高楼层(共6层),1995年建板楼,南 , 精装
蒲汇新村,2室1厅,65.37平米,https://sh.lianjia.com/chengjiao/107100861922.html,2018.12.06,405,挂牌420万,成交周期2天,61956,高楼层(共6层),1994年建板楼,南 , 其他
三佳花苑,2室1厅,65平米,https://sh.lianjia.com/chengjiao/107100314216.html,2018.12.06,380,挂牌390万,成交周期197天,58462,中楼层(共6层),1994年建板楼,南 , 毛坯
青年路237号,1室1厅,51.52平米,https://sh.lianjia.com/chengjiao/107100302732.html,2018.12.03,310,挂牌320万,成交周期199天,60171,中楼层(共6层),1994年建板楼,南 , 简装
南国花园,2室1厅,77.36平米,https://sh.lianjia.com/chengjiao/107100819032.html,2018.12.03,355,挂牌360万,成交周期16天,45890,高楼层(共7层),1995年建板楼,南 , 精装
茂盛城市花园,3室1厅,75.25平米,https://sh.lianjia.com/chengjiao/107100849043.html,2018.12.03,509,挂牌560万,成交周期4天,67615,低楼层(共6层),1994年建板楼,南 , 精装
三佳花苑,2室1厅,65.65平米,https://sh.lianjia.com/chengjiao/107100777444.html,2018.12.03,350,挂牌385万,成交周期31天,53314,高楼层(共6层),1994年建板楼,南 , 简装
万科魅力之城,2室2厅,93.8平米,https://sh.lianjia.com/chengjiao/107100609662.html,2018.12.02,505,挂牌519万,成交周期91天,53838,中楼层(共5层),2004年建板楼,南 , 精装
东风小区(七宝),2室1厅,67.36平米,https://sh.lianjia.com/chengjiao/107100682435.html,2018.11.30,396,挂牌430万,成交周期63天,58789,中楼层(共6层),1996年建板楼,南 , 精装
民主路91号,3室1厅,89.07平米,https://sh.lianjia.com/chengjiao/107000973803.html,2018.11.26,415,挂牌460万,成交周期300天,46593,低楼层(共6层),1993年建板楼,南 , 毛坯
万科城市花园,2室2厅,73.87平米,https://sh.lianjia.com/chengjiao/107100784011.html,2018.11.26,355,挂牌365万,成交周期22天,48058,低楼层(共7层),1994年建板楼,南 , 精装
水清年华花园,2室2厅,91.38平米,https://sh.lianjia.com/chengjiao/107100804348.html,2018.11.25,420,挂牌450万,成交周期14天,45962,高楼层(共11层),2009年建板楼,南 , 其他
万科城市花园,2室2厅,72.71平米,https://sh.lianjia.com/chengjiao/107100715469.html,2018.11.25,340,挂牌360万,成交周期45天,46762,低楼层(共8层),1995年建板楼,南 , 其他
黎明花园,1室1厅,52.64平米,https://sh.lianjia.com/chengjiao/107100770994.html,2018.11.23,207,挂牌210万,成交周期24天,39286,高楼层(共6层),1997年建板楼,南 , 简装
东方花园二期,2室2厅,89.83平米,https://sh.lianjia.com/chengjiao/107100250106.html,2018.11.22,668,挂牌680万,成交周期206天,74363,低楼层(共8层),2005年建板楼,南 , 精装
万科城市花园,3室2厅,93.9平米,https://sh.lianjia.com/chengjiao/107100682573.html,2018.11.18,400,挂牌410万,成交周期51天,42599,低楼层(共8层),1995年建板楼,东 西 , 简装
茂盛城市花园,3室2厅,107.25平米,https://sh.lianjia.com/chengjiao/107100241982.html,2018.11.14,645,挂牌660万,成交周期201天,60140,中楼层(共6层),1999年建板楼,南 , 简装
秀枫翠谷,2室2厅,77.32平米,https://sh.lianjia.com/chengjiao/107100485087.html,2018.11.11,378,挂牌398万,成交周期113天,48888,高楼层(共6层),1994年建板楼,南 , 精装
宝仪花苑,1室1厅,53.21平米,https://sh.lianjia.com/chengjiao/107100377691.html,2018.11.07,355,挂牌370万,成交周期147天,66717,高楼层(共6层),1996年建板楼,南 , 精装
黎明花园,3室2厅,86.08平米,https://sh.lianjia.com/chengjiao/107100754557.html,2018.11.06,370,挂牌380万,成交周期12天,42984,低楼层(共6层),1995年建板楼,南 , 简装
华宝花园,3室2厅,99.93平米,https://sh.lianjia.com/chengjiao/107100536929.html,2018.11.04,470,挂牌495万,成交周期88天,47033,高楼层(共6层),1995年建板楼,南 , 简装
富丽公寓(东区),3室2厅,108.68平米,https://sh.lianjia.com/chengjiao/107002161045.html,2018.11.04,395,挂牌440万,成交周期425天,36346,高楼层(共6层),1995年建板楼,南 北 , 简装
万科城市花园,3室2厅,104.94平米,https://sh.lianjia.com/chengjiao/107100733902.html,2018.11.03,497,挂牌520万,成交周期16天,47323,低楼层(共12层),1995年建塔楼,南 , 简装
黎明花园,2室1厅,75.45平米,https://sh.lianjia.com/chengjiao/107100696779.html,2018.10.31,325,挂牌335万,成交周期27天,43075,低楼层(共6层),1994年建板楼,南 , 简装
园艺新村,3室1厅,70.26平米,https://sh.lianjia.com/chengjiao/107100525202.html,2018.10.29,322,挂牌340万,成交周期86天,45830,中楼层(共6层),1995年建板楼,南 , 简装
茂盛花苑,3室1厅,54.65平米,https://sh.lianjia.com/chengjiao/107100617868.html,2018.10.24,212,挂牌215万,成交周期49天,38793,高楼层(共6层),1994年建板楼,南 , 精装
三佳花苑,2室1厅,61.95平米,https://sh.lianjia.com/chengjiao/107100688747.html,2018.10.24,385,挂牌400万,成交周期24天,62147,中楼层(共6层),1994年建板楼,南 , 精装
摩登堂,2室2厅,89.85平米,https://sh.lianjia.com/chengjiao/107100680064.html,2018.10.24,565,挂牌580万,成交周期27天,62883,低楼层(共18层),2010年建板楼,南 北 , 精装
万科城市花园,3室2厅,95.03平米,https://sh.lianjia.com/chengjiao/107100276657.html,2018.10.23,447,挂牌465万,成交周期166天,46986,中楼层(共8层),1994年建板楼,南 , 精装
万科七宝国际,2房间2卫,54.77平米,https://sh.lianjia.com/chengjiao/107100462583.html,2018.10.15,246,挂牌246万,成交周期94天,44916,高楼层(共8层),2014年建板楼,南 , 精装
万科城市花园,3室2厅,95.59平米,https://sh.lianjia.com/chengjiao/107100595438.html,2018.10.14,455,挂牌460万,成交周期47天,47600,中楼层(共7层),1994年建板楼,南 , 简装
万科城市花园,2室2厅,73.19平米,https://sh.lianjia.com/chengjiao/107100439941.html,2018.10.11,340,挂牌346万,成交周期98天,46455,高楼层(共7层),1994年建板楼,南 , 精装
水清年华花园,3室2厅,92.65平米,https://sh.lianjia.com/chengjiao/107100344901.html,2018.10.09,490,挂牌498万,成交周期129天,52888,低楼层(共11层),2009年建板楼,南 , 精装
东方花园(一期),2室2厅,82.26平米,https://sh.lianjia.com/chengjiao/107002222017.html,2018.10.07,400,挂牌430万,成交周期352天,48627,低楼层(共6层),1999年建板楼,南 , 精装
万科城市花园,1室1厅,50.23平米,https://sh.lianjia.com/chengjiao/107100486702.html,2018.10.05,254,挂牌262万,成交周期76天,50568,中楼层(共6层),1994年建板楼,南 , 简装
欣源公寓,2室2厅,87.76平米,https://sh.lianjia.com/chengjiao/107100462094.html,2018.10.04,405,挂牌412万,成交周期83天,46149,中楼层(共6层),1995年建板楼,南 , 其他
万科城市花园,2室2厅,73.19平米,https://sh.lianjia.com/chengjiao/107100454318.html,2018.09.30,354,挂牌375万,成交周期82天,48299,低楼层(共7层),1995年建板楼,南 , 简装
园艺新村,3室1厅,70.44平米,https://sh.lianjia.com/chengjiao/107100578739.html,2018.09.29,339,挂牌352万,成交周期37天,48127,中楼层(共6层),1995年建板楼,南 北 , 精装
万科城花新园,3室2厅,94平米,https://sh.lianjia.com/chengjiao/107100633737.html,2018.09.28,562,挂牌590万,成交周期18天,59788,高楼层(共5层),2011年建板楼,南 , 精装
万科城花新园,3室2厅,98.57平米,https://sh.lianjia.com/chengjiao/107100484337.html,2018.09.25,630,挂牌615万,成交周期67天,63914,低楼层(共11层),2010年建板楼,南 , 精装
万科优诗美地,2室2厅,85平米,https://sh.lianjia.com/chengjiao/107100644525.html,2018.09.25,488,挂牌490万,成交周期12天,57412,中楼层(共11层),2000年建板楼,南 , 其他
摩登堂,3室2厅,91.77平米,https://sh.lianjia.com/chengjiao/107100409448.html,2018.09.23,625,挂牌630万,成交周期91天,68106,低楼层(共18层),2012年建板楼,南 , 精装
万科城花新园,3室2厅,93.67平米,https://sh.lianjia.com/chengjiao/107100080580.html,2018.09.20,530,挂牌565万,成交周期195天,56582,高楼层(共6层),2011年建板楼,南 , 精装
白雪公主,2室2厅,95.32平米,https://sh.lianjia.com/chengjiao/107100560580.html,2018.09.19,539,挂牌564万,成交周期33天,56547,中楼层(共11层),2004年建板楼,南 , 精装
泰景苑,2室2厅,102.89平米,https://sh.lianjia.com/chengjiao/107100437672.html,2018.09.16,458,挂牌480万,成交周期74天,44514,低楼层(共6层),1995年建板楼,南 , 简装
秀枫翠谷,3室2厅,94.11平米,https://sh.lianjia.com/chengjiao/107100324100.html,2018.09.16,543,挂牌560万,成交周期113天,57699,中楼层(共6层),1994年建板楼,南 北 , 精装
茂盛城市花园,2室1厅,67.14平米,https://sh.lianjia.com/chengjiao/107100534887.html,2018.09.16,505,挂牌518万,成交周期39天,75216,中楼层(共6层),1994年建板楼,南 , 精装
广海花园,2室2厅,82.78平米,https://sh.lianjia.com/chengjiao/107100177651.html,2018.09.15,380,挂牌400万,成交周期162天,45845,高楼层(共6层),1997年建板楼,南 , 精装
万兆家园(一期),2室2厅,75.39平米,https://sh.lianjia.com/chengjiao/107100506123.html,2018.09.12,390,挂牌420万,成交周期45天,51731,低楼层(共6层),2000年建板楼,南 , 精装
黎明花园,2室1厅,60.5平米,https://sh.lianjia.com/chengjiao/107100491197.html,2018.09.10,265,挂牌265万,成交周期49天,43802,高楼层(共6层),1994年建板楼,南 , 精装
东方花园三期,2室2厅,90.96平米,https://sh.lianjia.com/chengjiao/107100564963.html,2018.09.08,720,挂牌760万,成交周期21天,79156,中楼层(共18层),2008年建板楼,南 , 精装
黎明花园,2室1厅,60.5平米,https://sh.lianjia.com/chengjiao/107100025396.html,2018.09.08,273,挂牌285万,成交周期196天,45042,中楼层(共6层),1994年建板楼,南 , 精装
万泰花园,2室1厅,65.92平米,https://sh.lianjia.com/chengjiao/107100271507.html,2018.09.04,334,挂牌340万,成交周期120天,50668,低楼层(共6层),1996年建板楼,南 , 精装
三佳花苑,2室1厅,65.65平米,https://sh.lianjia.com/chengjiao/107100429009.html,2018.09.02,385,挂牌400万,成交周期64天,58645,低楼层(共6层),1994年建板楼,南 , 简装
万科城花新园,3室2厅,101.06平米,https://sh.lianjia.com/chengjiao/107100325246.html,2018.08.31,675,挂牌690万,成交周期97天,66793,中楼层(共13层),2014年建板楼,南 北 , 精装
宝隆新村,2室1厅,76.36平米,https://sh.lianjia.com/chengjiao/107100250139.html,2018.08.31,465,挂牌465万,成交周期122天,60896,低楼层(共6层),1995年建板楼,南 , 精装
吴宝新村,2室1厅,64.85平米,https://sh.lianjia.com/chengjiao/107100554460.html,2018.08.29,303,挂牌330万,成交周期14天,46724,中楼层(共6层),1994年建板楼,南 , 精装
白雪公主,2室2厅,96.45平米,https://sh.lianjia.com/chengjiao/107100472092.html,2018.08.27,555,挂牌570万,成交周期42天,57543,中楼层(共11层),2004年建板楼,南 , 精装
万科城市花园,2室2厅,89.33平米,https://sh.lianjia.com/chengjiao/107100345997.html,2018.08.27,420,挂牌425万,成交周期86天,47017,低楼层(共12层),1995年建塔楼,北 , 精装
万科城市花园,2室1厅,72.68平米,https://sh.lianjia.com/chengjiao/107100547101.html,2018.08.26,360,挂牌370万,成交周期14天,49533,中楼层(共8层),1995年建板楼,南 , 简装
宝隆新村,2室2厅,99.31平米,https://sh.lianjia.com/chengjiao/107002025225.html,2018.08.25,538,挂牌550万,成交周期453天,54174,中楼层(共7层),1997年建板楼,南 , 简装
黎明花园,2室2厅,77.4平米,https://sh.lianjia.com/chengjiao/107100324991.html,2018.08.25,300,挂牌310万,成交周期90天,38760,高楼层(共6层),1994年建板楼,南 , 毛坯
黎明花园,2室1厅,65.49平米,https://sh.lianjia.com/chengjiao/107100385602.html,2018.08.19,248,挂牌250万,成交周期64天,37869,高楼层(共6层),1995年建板楼,南 , 简装
茂盛花苑,2室1厅,55.72平米,https://sh.lianjia.com/chengjiao/107100548310.html,2018.08.18,223,挂牌230万,成交周期5天,40022,中楼层(共6层),1994年建板楼,南 , 简装
佳宝新村,2室1厅,64.95平米,https://sh.lianjia.com/chengjiao/107100460387.html,2018.08.17,280,挂牌286万,成交周期36天,43111,低楼层(共6层),1994年建板楼,南 , 简装
欣源公寓,2室2厅,87.5平米,https://sh.lianjia.com/chengjiao/107100433516.html,2018.08.13,404,挂牌415万,成交周期42天,46172,低楼层(共6层),1995年建板楼,南 , 简装
东方花园三期,1室2厅,57.18平米,https://sh.lianjia.com/chengjiao/107100471851.html,2018.08.13,475,挂牌500万,成交周期28天,83072,低楼层(共15层),2008年建板楼,南 , 精装
白浪新村,2室2厅,66.83平米,https://sh.lianjia.com/chengjiao/107100298558.html,2018.08.05,398,挂牌405万,成交周期80天,59555,高楼层(共6层),1996年建板楼,南 , 其他
万科城花新园,3室2厅,94.33平米,https://sh.lianjia.com/chengjiao/107100327001.html,2018.07.31,620,挂牌620万,成交周期66天,65727,中楼层(共6层),2011年建板楼,南 , 精装
佳宝新村,2室1厅,61.15平米,https://sh.lianjia.com/chengjiao/107100237225.html,2018.07.31,270,挂牌275万,成交周期97天,44154,高楼层(共6层),1994年建板楼,南 , 精装
广海花园,2室2厅,88.46平米,https://sh.lianjia.com/chengjiao/107100432892.html,2018.07.31,390,挂牌420万,成交周期29天,44088,高楼层(共6层),1996年建板楼,南 , 精装
碧林湾南苑(华友路260弄),2室2厅,85.96平米,https://sh.lianjia.com/chengjiao/107100443427.html,2018.07.30,433,挂牌470万,成交周期24天,50315,中楼层(共6层),2004年建板楼,南 , 其他
万科朗润园,2室2厅,91.74平米,https://sh.lianjia.com/chengjiao/107100482811.html,2018.07.28,552,挂牌560万,成交周期7天,60171,低楼层(共6层),2006年建板楼,南 , 精装
