普乐二村,2室1厅,64平米,https://sh.lianjia.com/chengjiao/107100998020.html,2019.03.10,197,挂牌209万,成交周期28天,30782,高楼层(共6层),1994年建板楼,南 , 简装
上海春城,2室2厅,91.63平米,https://sh.lianjia.com/chengjiao/107101079627.html,2019.03.09,506,挂牌545万,成交周期7天,55201,高楼层(共9层),2002年建板楼,南 北 , 简装
蔷薇新村,2室2厅,61.9平米,https://sh.lianjia.com/chengjiao/107100942581.html,2019.03.08,240,挂牌240万,成交周期62天,38773,低楼层(共6层),1995年建板楼,南 北 , 精装
华唐苑,2室2厅,99.27平米,https://sh.lianjia.com/chengjiao/107100931180.html,2019.03.07,360,挂牌370万,成交周期65天,36265,高楼层(共6层),2001年建板楼,南 , 简装
莲花新村,2室1厅,68.96平米,https://sh.lianjia.com/chengjiao/107100817937.html,2019.03.07,288,挂牌300万,成交周期110天,41764,低楼层(共6层),1998年建板楼,南 , 简装
高兴花园,1室1厅,57.7平米,https://sh.lianjia.com/chengjiao/107101024449.html,2019.03.05,286,挂牌290万,成交周期16天,49567,高楼层(共6层),1998年建板楼,南 , 精装
春申景城湖滨晨韵,2室2厅,96.64平米,https://sh.lianjia.com/chengjiao/107100844312.html,2019.03.05,600,挂牌606万,成交周期97天,62087,中楼层(共17层),2005年建板楼,南 北 , 精装
虹景苑,1室1厅,54.32平米,https://sh.lianjia.com/chengjiao/107100900728.html,2019.03.05,180,挂牌199万,成交周期75天,33137,中楼层(共6层),1999年建板楼,南 , 简装
春申景城湖畔林语,2室1厅,75.54平米,https://sh.lianjia.com/chengjiao/107100660667.html,2019.03.04,535,挂牌525万,成交周期166天,70824,高楼层(共17层),2007年建板楼,南 , 精装
蔷薇新村,2室1厅,55.41平米,https://sh.lianjia.com/chengjiao/107100958403.html,2019.03.04,202,挂牌208万,成交周期52天,36456,高楼层(共6层),1996年建板楼,南 , 简装
虹梅南苑,2室2厅,74.94平米,https://sh.lianjia.com/chengjiao/107100447022.html,2019.03.04,247,挂牌249万,成交周期240天,32960,高楼层(共6层),1997年建板楼,南 , 精装
银河新都,2室2厅,76.88平米,https://sh.lianjia.com/chengjiao/107100675011.html,2019.03.03,322,挂牌348万,成交周期159天,41819,中楼层(共11层),2006年建板楼,南 北 , 简装
蔷薇新村,3室2厅,92.44平米,https://sh.lianjia.com/chengjiao/107101050865.html,2019.03.02,282,挂牌285万,成交周期7天,30507,高楼层(共6层),1995年建板楼,南 , 简装
春申景城湖畔林语,2室2厅,107平米,https://sh.lianjia.com/chengjiao/107100837204.html,2019.02.28,656,挂牌670万,成交周期96天,61309,中楼层(共11层),2007年建板楼,南 , 精装
高兴花园,2室1厅,67.59平米,https://sh.lianjia.com/chengjiao/107100433645.html,2019.02.27,299,挂牌306万,成交周期240天,44238,中楼层(共6层),1996年建板楼,南 北 , 简装
高兴花园,2室1厅,67.59平米,https://sh.lianjia.com/chengjiao/107100926634.html,2019.02.27,293,挂牌310万,成交周期60天,43350,中楼层(共6层),1996年建板楼,南 , 精装
高兴花园,2室1厅,69.58平米,https://sh.lianjia.com/chengjiao/107100823561.html,2019.02.27,303,挂牌310万,成交周期100天,43547,高楼层(共6层),1998年建板楼,南 , 简装
高兴花园,2室1厅,67.59平米,https://sh.lianjia.com/chengjiao/107100408045.html,2019.02.26,280,挂牌285万,成交周期248天,41353,高楼层(共6层),1996年建板楼,南 北 , 简装
高兴花园,2室1厅,69.29平米,https://sh.lianjia.com/chengjiao/107100588298.html,2019.02.26,307,挂牌320万,成交周期184天,44307,高楼层(共6层),1996年建板楼,南 , 简装
高兴花园,2室1厅,62.13平米,https://sh.lianjia.com/chengjiao/107100087753.html,2019.02.25,283,挂牌290万,成交周期351天,45550,低楼层(共6层),1996年建板楼,南 , 精装
普乐三村,2室1厅,59.82平米,https://sh.lianjia.com/chengjiao/107100972986.html,2019.02.25,202,挂牌210万,成交周期38天,33768,高楼层(共6层),1995年建板楼,南 , 简装
都市宜家苑,3室2厅,100.94平米,https://sh.lianjia.com/chengjiao/107100668532.html,2019.02.24,403,挂牌415万,成交周期155天,39925,低楼层(共6层),2004年建板楼,南 , 精装
银河新都,1室1厅,50.95平米,https://sh.lianjia.com/chengjiao/107101032642.html,2019.02.24,233,挂牌233万,成交周期4天,45633,中楼层(共13层),2007年建板楼,南 , 毛坯
虹梅菁典,1室2厅,64.4平米,https://sh.lianjia.com/chengjiao/107002312595.html,2019.02.20,288,挂牌300万,成交周期417天,44690,低楼层(共19层),2011年建板楼,南 , 毛坯
银河新都,2室1厅,69平米,https://sh.lianjia.com/chengjiao/107100893555.html,2019.02.19,330,挂牌339万,成交周期64天,47827,中楼层(共11层),2010年建板楼,南 北 , 精装
森安苑,2室1厅,73.56平米,https://sh.lianjia.com/chengjiao/107101022528.html,2019.02.19,265,挂牌270万,成交周期3天,36026,中楼层(共6层),2002年建板楼,南 , 简装
蔷薇新村,2室1厅,59.14平米,https://sh.lianjia.com/chengjiao/107100912900.html,2019.02.19,217,挂牌225万,成交周期57天,36693,高楼层(共6层),1995年建板楼,南 , 简装
高兴花园,2室1厅,76.77平米,https://sh.lianjia.com/chengjiao/107101021188.html,2019.02.19,323,挂牌328万,成交周期3天,42074,高楼层(共6层),1998年建板楼,南 , 精装
虹景苑,1室1厅,59.51平米,https://sh.lianjia.com/chengjiao/107101021298.html,2019.02.19,203,挂牌210万,成交周期2天,34112,中楼层(共6层),2004年建板楼,南 , 精装
春申景城MIDTOWN,2室2厅,106.91平米,https://sh.lianjia.com/chengjiao/107100583413.html,2019.02.18,702,挂牌730万,成交周期178天,65663,中楼层(共30层),2014年建板楼,南 , 精装
高兴花园,2室1厅,69.73平米,https://sh.lianjia.com/chengjiao/107101002647.html,2019.02.17,338,挂牌340万,成交周期6天,48473,中楼层(共6层),1996年建板楼,南 , 简装
虹景苑,1室1厅,56.07平米,https://sh.lianjia.com/chengjiao/107100379698.html,2019.02.17,215,挂牌218万,成交周期248天,38345,高楼层(共6层),2004年建板楼,南 , 精装
莲花新村,2室1厅,66.63平米,https://sh.lianjia.com/chengjiao/107100756982.html,2019.02.17,301,挂牌310万,成交周期114天,45175,中楼层(共6层),1998年建板楼,南 , 精装
蔷薇新村,1室1厅,59.25平米,https://sh.lianjia.com/chengjiao/107100989148.html,2019.02.15,185,挂牌185万,成交周期21天,31224,低楼层(共6层),1998年建板楼,南 , 其他
高兴花园,2室1厅,69.83平米,https://sh.lianjia.com/chengjiao/107100112833.html,2019.02.13,300,挂牌305万,成交周期333天,42962,中楼层(共6层),1996年建板楼,南 北 , 简装
普乐三村,2室1厅,59.82平米,https://sh.lianjia.com/chengjiao/107100776952.html,2019.01.29,230,挂牌230万,成交周期88天,38366,中楼层(共6层),1995年建板楼,南 , 简装
高兴花园,2室1厅,67.74平米,https://sh.lianjia.com/chengjiao/107100987297.html,2019.01.29,278,挂牌283万,成交周期5天,41040,高楼层(共6层),1996年建板楼,南 , 简装
银河新都,2室1厅,72.9平米,https://sh.lianjia.com/chengjiao/107100567882.html,2019.01.28,305,挂牌323万,成交周期162天,41839,高楼层(共12层),2007年建板楼,南 , 精装
春申景城湖畔林语,2室2厅,93.31平米,https://sh.lianjia.com/chengjiao/107100870773.html,2019.01.28,590,挂牌600万,成交周期52天,63209,中楼层(共17层),2007年建板楼,南 北 , 精装
蔷薇新村,2室2厅,84.52平米,https://sh.lianjia.com/chengjiao/107100943907.html,2019.01.28,264,挂牌270万,成交周期23天,31177,高楼层(共6层),1995年建板楼,南 , 简装
都市宜家苑,2室2厅,88.29平米,https://sh.lianjia.com/chengjiao/107100766776.html,2019.01.28,307,挂牌320万,成交周期91天,34741,中楼层(共6层),2004年建板楼,南 北 , 简装
都市宜家苑,2室2厅,85.43平米,https://sh.lianjia.com/chengjiao/107002275345.html,2019.01.26,326,挂牌328万,成交周期422天,38160,低楼层(共6层),2004年建板楼,南 , 简装
薇馨家园,2室1厅,83.07平米,https://sh.lianjia.com/chengjiao/107100880536.html,2019.01.26,280,挂牌285万,成交周期45天,33707,中楼层(共6层),1994年建板楼,南 , 精装
高兴花园,2室1厅,76.97平米,https://sh.lianjia.com/chengjiao/107100929061.html,2019.01.25,315,挂牌340万,成交周期26天,40926,高楼层(共6层),1998年建板楼,南 , 简装
绿地春申花园,2室2厅,95.68平米,https://sh.lianjia.com/chengjiao/107100972001.html,2019.01.24,575,挂牌590万,成交周期7天,60097,中楼层(共6层),2002年建板楼,南 , 精装
常兴家园,2室1厅,77.39平米,https://sh.lianjia.com/chengjiao/107100663583.html,2019.01.23,350,挂牌362万,成交周期125天,45226,高楼层(共6层),1999年建板楼,南 , 简装
高兴花园,2室1厅,68.03平米,https://sh.lianjia.com/chengjiao/107100810901.html,2019.01.22,288,挂牌295万,成交周期68天,42335,中楼层(共6层),1996年建板楼,南 , 简装
常兴家园,1室1厅,53.46平米,https://sh.lianjia.com/chengjiao/107100950558.html,2019.01.21,277,挂牌283万,成交周期13天,51703,低楼层(共6层),1999年建板楼,南 , 简装
银河新都,2室1厅,72.03平米,https://sh.lianjia.com/chengjiao/107001421767.html,2019.01.20,271,挂牌289万,成交周期696天,37624,低楼层(共12层),2006年建板楼,南 , 简装
高兴花园,2室1厅,70.26平米,https://sh.lianjia.com/chengjiao/107100964436.html,2019.01.19,305,挂牌308万,成交周期6天,43411,中楼层(共6层),1996年建板楼,南 , 精装
薇馨家园,2室1厅,83.07平米,https://sh.lianjia.com/chengjiao/107100464065.html,2019.01.18,256,挂牌265万,成交周期189天,30818,高楼层(共6层),1994年建板楼,南 , 精装
银河新都,2室1厅,73.36平米,https://sh.lianjia.com/chengjiao/107100885710.html,2019.01.14,310,挂牌318万,成交周期31天,42258,中楼层(共11层),2007年建板楼,南 北 , 毛坯
蔷薇新村,3室1厅,92.54平米,https://sh.lianjia.com/chengjiao/107100901145.html,2019.01.14,308,挂牌310万,成交周期25天,33283,低楼层(共6层),1995年建板楼,南 北 , 其他
银河新都,2室1厅,69平米,https://sh.lianjia.com/chengjiao/107100335152.html,2019.01.13,290,挂牌288万,成交周期229天,41986,高楼层(共11层),2007年建板楼,南 , 简装
银河新都,2室1厅,70.29平米,https://sh.lianjia.com/chengjiao/107100869743.html,2019.01.13,321,挂牌335万,成交周期37天,45626,中楼层(共11层),2007年建板楼,南 北 , 精装
银河新都,2室1厅,77.18平米,https://sh.lianjia.com/chengjiao/107100777278.html,2019.01.11,334,挂牌348万,成交周期71天,43276,高楼层(共14层),2010年建板楼,南 , 精装
高兴花园,2室1厅,70.13平米,https://sh.lianjia.com/chengjiao/107100813493.html,2019.01.10,325,挂牌330万,成交周期56天,46343,高楼层(共6层),1997年建板楼,南 , 精装
森安苑,2室1厅,73.56平米,https://sh.lianjia.com/chengjiao/107100855421.html,2019.01.09,232,挂牌242万,成交周期39天,31539,高楼层(共6层),2002年建板楼,南 , 简装
森安苑,2室1厅,73.67平米,https://sh.lianjia.com/chengjiao/107100663438.html,2019.01.08,247,挂牌250万,成交周期110天,33461,高楼层(共6层),2002年建板楼,南 北 , 精装
春申景城湖畔林语,2室2厅,91.92平米,https://sh.lianjia.com/chengjiao/107100425238.html,2019.01.07,593,挂牌625万,成交周期191天,64470,中楼层(共17层),2007年建板楼,南 , 精装
银河新都,2室1厅,72.17平米,https://sh.lianjia.com/chengjiao/107100733164.html,2019.01.06,303,挂牌305万,成交周期81天,41985,中楼层(共10层),2007年建板楼,南 , 精装
银河新都,1室1厅,51.48平米,https://sh.lianjia.com/chengjiao/107100835746.html,2019.01.06,188,挂牌195万,成交周期43天,36520,低楼层(共14层),2007年建板楼,南 , 精装
上海春城,2室2厅,94.59平米,https://sh.lianjia.com/chengjiao/107100743575.html,2019.01.04,548,挂牌580万,成交周期75天,57935,中楼层(共11层),2004年建板楼,南 , 简装
高兴花园,2室1厅,59.5平米,https://sh.lianjia.com/chengjiao/107100924269.html,2019.01.02,281,挂牌288万,成交周期5天,47143,低楼层(共6层),1996年建板楼,南 , 简装
高兴花园,2室1厅,70.07平米,https://sh.lianjia.com/chengjiao/107100765733.html,2018.12.31,278,挂牌289万,成交周期64天,39604,低楼层(共6层),1996年建板楼,南 , 精装
高兴花园,2室1厅,70.2平米,https://sh.lianjia.com/chengjiao/107100709720.html,2018.12.31,278,挂牌286万,成交周期82天,39602,高楼层(共6层),1996年建板楼,南 , 精装
高兴花园,1室1厅,52.52平米,https://sh.lianjia.com/chengjiao/107100783639.html,2018.12.30,266,挂牌285万,成交周期57天,50648,中楼层(共6层),1996年建板楼,东 , 简装
高兴花园,2室1厅,67.41平米,https://sh.lianjia.com/chengjiao/107100547284.html,2018.12.30,275,挂牌288万,成交周期139天,40721,低楼层(共6层),1996年建板楼,南 北 , 毛坯
常兴家园,2室1厅,69.46平米,https://sh.lianjia.com/chengjiao/107100842016.html,2018.12.24,345,挂牌358万,成交周期28天,49669,中楼层(共6层),1999年建板楼,南 , 精装
虹景苑,1室1厅,54平米,https://sh.lianjia.com/chengjiao/107100807198.html,2018.12.21,213,挂牌220万,成交周期39天,39352,低楼层(共6层),1999年建板楼,南 , 精装
虹梅南苑,2室1厅,78.43平米,https://sh.lianjia.com/chengjiao/107100810154.html,2018.12.21,255,挂牌260万,成交周期37天,32514,低楼层(共6层),1998年建板楼,南 , 精装
普乐三村,2室1厅,63.22平米,https://sh.lianjia.com/chengjiao/107100783815.html,2018.12.21,200,挂牌210万,成交周期47天,31636,高楼层(共6层),1995年建板楼,南 , 简装
蔷薇新村,2室1厅,75.46平米,https://sh.lianjia.com/chengjiao/107100836322.html,2018.12.21,239,挂牌248万,成交周期27天,31607,高楼层(共6层),1995年建板楼,南 , 简装
春馨苑,2室2厅,81.34平米,https://sh.lianjia.com/chengjiao/107100217484.html,2018.12.19,328,挂牌355万,成交周期244天,40325,中楼层(共7层),1999年建板楼,南 , 精装
蔷薇八村,2室1厅,72.25平米,https://sh.lianjia.com/chengjiao/107100835007.html,2018.12.19,245,挂牌260万,成交周期25天,33911,中楼层(共6层),1997年建板楼,南 , 精装
春馨苑,2室2厅,79.27平米,https://sh.lianjia.com/chengjiao/107100054574.html,2018.12.17,297,挂牌355万,成交周期290天,37467,高楼层(共6层),1999年建板楼,南 北 , 简装
高兴花园,2室1厅,76.97平米,https://sh.lianjia.com/chengjiao/107100261773.html,2018.12.15,312,挂牌328万,成交周期225天,40471,高楼层(共6层),1998年建板楼,南 , 简装
高兴花园,2室1厅,59.15平米,https://sh.lianjia.com/chengjiao/107100757246.html,2018.12.14,280,挂牌290万,成交周期50天,47338,中楼层(共6层),1996年建板楼,南 , 精装
高兴花园,2室1厅,67.59平米,https://sh.lianjia.com/chengjiao/107100779196.html,2018.12.11,282,挂牌288万,成交周期39天,41693,高楼层(共6层),1996年建板楼,南 , 精装
银河新都,1室1厅,51.2平米,https://sh.lianjia.com/chengjiao/107100227364.html,2018.12.11,228,挂牌242万,成交周期233天,44532,高楼层(共13层),2007年建板楼,南 , 精装
普乐二村,2室1厅,54.68平米,https://sh.lianjia.com/chengjiao/107100686510.html,2018.12.09,178,挂牌200万,成交周期70天,32462,高楼层(共6层),1998年建板楼,南 , 简装
中城绿苑,2室2厅,85.65平米,https://sh.lianjia.com/chengjiao/107100448269.html,2018.12.07,503,挂牌525万,成交周期152天,58728,中楼层(共14层),2005年建板楼,南 , 精装
虹景苑,1室1厅,62.06平米,https://sh.lianjia.com/chengjiao/107100819647.html,2018.12.04,220,挂牌235万,成交周期17天,35450,中楼层(共6层),2004年建板楼,南 , 简装
锦梅馨苑,2室1厅,61.6平米,https://sh.lianjia.com/chengjiao/107100636749.html,2018.12.02,370,挂牌380万,成交周期82天,60065,低楼层(共18层),2010年建板楼,南 , 简装
银兆公寓,2室2厅,90.06平米,https://sh.lianjia.com/chengjiao/107100302329.html,2018.11.30,328,挂牌360万,成交周期196天,36421,中楼层(共6层),2007年建板楼,南 , 毛坯
高兴花园,2室1厅,69.83平米,https://sh.lianjia.com/chengjiao/107100703030.html,2018.11.30,294,挂牌300万,成交周期54天,42074,中楼层(共6层),1996年建板楼,南 , 简装
常兴家园,2室1厅,69.32平米,https://sh.lianjia.com/chengjiao/107100367241.html,2018.11.30,349,挂牌370万,成交周期174天,50347,中楼层(共6层),1999年建板楼,南 , 精装
高兴花园,1室1厅,52.68平米,https://sh.lianjia.com/chengjiao/107100588934.html,2018.11.29,255,挂牌272万,成交周期95天,48406,中楼层(共6层),1996年建板楼,南 , 简装
莲花新村,2室1厅,61.68平米,https://sh.lianjia.com/chengjiao/107100740815.html,2018.11.29,251,挂牌280万,成交周期40天,40613,低楼层(共6层),1998年建板楼,南 , 简装
高兴花园,2室1厅,70平米,https://sh.lianjia.com/chengjiao/107100833775.html,2018.11.26,321,挂牌327万,成交周期3天,45800,中楼层(共6层),1996年建板楼,南 , 精装
莲花新村,2室2厅,68.23平米,https://sh.lianjia.com/chengjiao/107100555960.html,2018.11.25,317,挂牌327万,成交周期102天,46461,中楼层(共6层),1998年建板楼,南 , 精装
银河新都,2室1厅,73.31平米,https://sh.lianjia.com/chengjiao/107100406442.html,2018.11.25,315,挂牌339万,成交周期155天,42969,中楼层(共11层),2010年建板楼,南 , 精装
虹景苑,2室2厅,92.17平米,https://sh.lianjia.com/chengjiao/107100383751.html,2018.11.25,335,挂牌355万,成交周期162天,36346,高楼层(共6层),2001年建板楼,南 北 , 精装
中冶锦城,1室2厅,63.31平米,https://sh.lianjia.com/chengjiao/107100342974.html,2018.11.20,235,挂牌256万,成交周期171天,37119,低楼层(共11层),2013年建板楼,南 , 毛坯
虹景苑,1室1厅,59平米,https://sh.lianjia.com/chengjiao/107100464307.html,2018.11.18,225,挂牌237万,成交周期128天,38136,高楼层(共6层),2004年建板楼,南 , 精装
银河新都,2室1厅,71.75平米,https://sh.lianjia.com/chengjiao/107100455618.html,2018.11.15,285,挂牌305万,成交周期128天,39722,低楼层(共12层),2006年建板楼,南 , 精装
莲花新村,3室1厅,76.19平米,https://sh.lianjia.com/chengjiao/107100348024.html,2018.11.15,304,挂牌338万,成交周期165天,39835,高楼层(共6层),1998年建板楼,南 , 简装
普乐三村,1室1厅,57.51平米,https://sh.lianjia.com/chengjiao/107100191153.html,2018.11.15,202,挂牌209万,成交周期218天,35125,低楼层(共6层),1995年建板楼,南 , 简装
春申景城湖滨晨韵,2室1厅,67平米,https://sh.lianjia.com/chengjiao/107100544000.html,2018.11.13,435,挂牌465万,成交周期94天,64926,中楼层(共17层),2005年建板楼,南 , 精装
莲花新村,3室1厅,77.16平米,https://sh.lianjia.com/chengjiao/107100255441.html,2018.11.12,316,挂牌325万,成交周期194天,40954,高楼层(共6层),1998年建板楼,南 北 , 精装
虹景苑,2室1厅,62.17平米,https://sh.lianjia.com/chengjiao/107100287129.html,2018.11.12,225,挂牌230万,成交周期183天,36192,中楼层(共6层),1997年建板楼,南 , 毛坯
银兆公寓,2室1厅,89.12平米,https://sh.lianjia.com/chengjiao/107002242337.html,2018.11.12,340,挂牌356万,成交周期372天,38151,高楼层(共6层),2008年建板楼,南 , 毛坯
常兴家园,2室1厅,64.82平米,https://sh.lianjia.com/chengjiao/107100627377.html,2018.11.11,343,挂牌350万,成交周期64天,52916,中楼层(共6层),1999年建板楼,南 , 简装
春申景城湖滨晨韵,2室2厅,85.22平米,https://sh.lianjia.com/chengjiao/107100576698.html,2018.11.11,523,挂牌550万,成交周期81天,61371,低楼层(共17层),2005年建板楼,南 , 精装
高兴花园,2室1厅,69.73平米,https://sh.lianjia.com/chengjiao/107100715380.html,2018.11.10,309,挂牌338万,成交周期30天,44314,低楼层(共6层),1996年建板楼,南 , 简装
春申景城湖畔林语,2室2厅,104.33平米,https://sh.lianjia.com/chengjiao/107100633290.html,2018.11.08,622,挂牌643万,成交周期59天,59619,高楼层(共17层),2007年建板楼,南 北 , 简装
春申景城湖畔林语,3室2厅,105.75平米,https://sh.lianjia.com/chengjiao/107100205456.html,2018.11.07,693,挂牌728万,成交周期206天,65532,高楼层(共17层),2008年建板楼,南 北 , 精装
春申景城湖滨晨韵,2室2厅,106.81平米,https://sh.lianjia.com/chengjiao/107100713637.html,2018.11.05,655,挂牌688万,成交周期25天,61324,中楼层(共15层),2005年建板楼,南 , 精装
春申景城湖滨晨韵,2室2厅,85.1平米,https://sh.lianjia.com/chengjiao/107100342439.html,2018.11.05,515,挂牌545万,成交周期157天,60518,低楼层(共17层),2005年建板楼,南 , 精装
高兴花园,2室1厅,67.41平米,https://sh.lianjia.com/chengjiao/107100763740.html,2018.11.04,275,挂牌279万,成交周期7天,40796,高楼层(共6层),1996年建板楼,南 , 简装
高兴花园,2室1厅,68.2平米,https://sh.lianjia.com/chengjiao/107100053888.html,2018.10.31,260,挂牌278万,成交周期243天,38124,高楼层(共6层),1996年建板楼,南 , 简装
春申景城湖畔林语,2室2厅,106.71平米,https://sh.lianjia.com/chengjiao/107002254505.html,2018.10.31,635,挂牌670万,成交周期352天,59508,低楼层(共11层),2007年建板楼,南 北 , 精装
中海寰宇天下,3室2厅,99.98平米,https://sh.lianjia.com/chengjiao/107100437529.html,2018.10.29,647,挂牌669万,成交周期116天,64713,中楼层(共18层),2015年建板楼,南 , 精装
蔷薇新村,2室1厅,75.49平米,https://sh.lianjia.com/chengjiao/107100249228.html,2018.10.28,247,挂牌263万,成交周期181天,32720,低楼层(共6层),1995年建板楼,南 , 精装
高兴花园,2室1厅,67.7平米,https://sh.lianjia.com/chengjiao/107100738200.html,2018.10.24,291,挂牌295万,成交周期4天,42984,高楼层(共6层),1996年建板楼,南 , 精装
虹景苑,2室1厅,78平米,https://sh.lianjia.com/chengjiao/107002067417.html,2018.10.23,240,挂牌260万,成交周期478天,30770,高楼层(共6层),1997年建板楼,南 , 精装
高兴花园,2室1厅,67.7平米,https://sh.lianjia.com/chengjiao/107100686591.html,2018.10.22,280,挂牌295万,成交周期22天,41359,高楼层(共6层),1996年建板楼,南 北 , 精装
银河新都,2室1厅,75.77平米,https://sh.lianjia.com/chengjiao/107001885323.html,2018.10.21,310,挂牌310万,成交周期550天,40914,低楼层(共13层),2007年建板楼,南 , 简装
高兴花园,2室1厅,64.74平米,https://sh.lianjia.com/chengjiao/107100333523.html,2018.10.20,337,挂牌342万,成交周期143天,51978,低楼层(共6层),1996年建板楼,南 , 简装
高兴花园,1室1厅,57.44平米,https://sh.lianjia.com/chengjiao/107100720160.html,2018.10.17,286,挂牌295万,成交周期4天,49792,中楼层(共6层),1998年建板楼,南 , 精装
森安苑,2室1厅,73.56平米,https://sh.lianjia.com/chengjiao/107100675685.html,2018.10.17,285,挂牌295万,成交周期21天,38744,中楼层(共6层),2002年建板楼,南 , 精装
高兴花园,2室1厅,67.59平米,https://sh.lianjia.com/chengjiao/107100319099.html,2018.10.15,305,挂牌318万,成交周期143天,45126,低楼层(共6层),1996年建板楼,南 , 精装
中城绿苑,2室2厅,86平米,https://sh.lianjia.com/chengjiao/107001659913.html,2018.10.14,508,挂牌527万,成交周期509天,59070,中楼层(共14层),2005年建板楼,南 , 精装
莲花新村,3室1厅,85.16平米,https://sh.lianjia.com/chengjiao/107002229069.html,2018.10.14,354,挂牌386万,成交周期354天,41546,低楼层(共6层),1998年建板楼,南 , 简装
高兴花园,2室1厅,73.02平米,https://sh.lianjia.com/chengjiao/107100651509.html,2018.10.12,323,挂牌335万,成交周期26天,44166,高楼层(共6层),1996年建板楼,东南 , 精装
莲花新村,3室1厅,77.16平米,https://sh.lianjia.com/chengjiao/107100287455.html,2018.10.07,368,挂牌372万,成交周期147天,47694,中楼层(共6层),1998年建板楼,南 , 其他
普乐二村,2室1厅,51.88平米,https://sh.lianjia.com/chengjiao/107100600112.html,2018.10.07,215,挂牌220万,成交周期38天,41442,中楼层(共6层),1994年建板楼,南 , 简装
莲花新村,3室1厅,76.19平米,https://sh.lianjia.com/chengjiao/107100527443.html,2018.10.07,354,挂牌368万,成交周期63天,46463,低楼层(共6层),1998年建板楼,南 , 简装
春申景城湖畔林语,2室2厅,91.92平米,https://sh.lianjia.com/chengjiao/107100532082.html,2018.09.30,555,挂牌565万,成交周期55天,60379,低楼层(共17层),2007年建板楼,南 , 简装
蔷薇新村,2室2厅,91.63平米,https://sh.lianjia.com/chengjiao/107002224857.html,2018.09.30,280,挂牌298万,成交周期343天,30558,低楼层(共6层),1995年建板楼,南 , 简装
常兴家园,2室1厅,60.23平米,https://sh.lianjia.com/chengjiao/107100670858.html,2018.09.30,325,挂牌350万,成交周期7天,53960,中楼层(共6层),1999年建板楼,南 , 其他
常兴家园,2室1厅,70.21平米,https://sh.lianjia.com/chengjiao/107100386691.html,2018.09.26,336,挂牌365万,成交周期101天,47857,中楼层(共6层),1999年建板楼,南 北 , 简装
高兴花园,2室1厅,69.67平米,https://sh.lianjia.com/chengjiao/107100392005.html,2018.09.26,310,挂牌315万,成交周期99天,44496,中楼层(共6层),1996年建板楼,南 , 简装
银河新都,2室1厅,64平米,https://sh.lianjia.com/chengjiao/107100258194.html,2018.09.25,282,挂牌289万,成交周期145天,44063,高楼层(共11层),2007年建板楼,南 , 毛坯
高兴花园,2室1厅,69.39平米,https://sh.lianjia.com/chengjiao/107100434806.html,2018.09.25,304,挂牌318万,成交周期84天,43739,中楼层(共6层),1998年建板楼,南 , 简装
森安苑,2室1厅,73.67平米,https://sh.lianjia.com/chengjiao/107100435706.html,2018.09.23,264,挂牌280万,成交周期82天,35836,中楼层(共6层),2002年建板楼,南 , 简装
高兴花园,2室1厅,67.41平米,https://sh.lianjia.com/chengjiao/107100433081.html,2018.09.21,294,挂牌308万,成交周期81天,43614,低楼层(共6层),1996年建板楼,南 , 精装
蔷薇新村,3室1厅,91.63平米,https://sh.lianjia.com/chengjiao/107100269308.html,2018.09.16,290,挂牌305万,成交周期132天,31650,低楼层(共6层),1995年建板楼,南 , 精装
蔷薇新村,2室2厅,87.95平米,https://sh.lianjia.com/chengjiao/107001346435.html,2018.09.16,277,挂牌280万,成交周期724天,31496,低楼层(共6层),1995年建板楼,南 , 简装
春申景城湖滨晨韵,1室1厅,55.62平米,https://sh.lianjia.com/chengjiao/107002296345.html,2018.09.15,393,挂牌415万,成交周期272天,70659,中楼层(共17层),2005年建板楼,南 北 , 精装
高兴花园,2室1厅,70.26平米,https://sh.lianjia.com/chengjiao/107100413914.html,2018.09.15,310,挂牌318万,成交周期81天,44051,高楼层(共6层),1997年建板楼,南 , 精装
蔷薇新村,2室1厅,68.64平米,https://sh.lianjia.com/chengjiao/107100468959.html,2018.09.13,226,挂牌240万,成交周期60天,32926,高楼层(共6层),1998年建板楼,南 北 , 简装
高兴花园,2室1厅,69.03平米,https://sh.lianjia.com/chengjiao/107100600559.html,2018.09.13,278,挂牌290万,成交周期13天,40273,高楼层(共6层),1996年建板楼,南 , 简装
普乐三村,2室1厅,53.8平米,https://sh.lianjia.com/chengjiao/107100547615.html,2018.09.10,219,挂牌225万,成交周期29天,40614,低楼层(共6层),1995年建板楼,南 , 简装
高兴花园,1室1厅,57.44平米,https://sh.lianjia.com/chengjiao/107100473334.html,2018.09.05,274,挂牌282万,成交周期51天,47702,中楼层(共6层),1998年建板楼,南 , 简装
莲花新村,3室1厅,93.81平米,https://sh.lianjia.com/chengjiao/107100539984.html,2018.09.02,350,挂牌366万,成交周期24天,37310,低楼层(共6层),1998年建板楼,南 , 简装
森安苑,2室1厅,73.56平米,https://sh.lianjia.com/chengjiao/107002221219.html,2018.09.02,253,挂牌260万,成交周期318天,34394,高楼层(共6层),2002年建板楼,南 , 简装
蔷薇新村,2室1厅,75.59平米,https://sh.lianjia.com/chengjiao/107100549345.html,2018.08.31,263,挂牌272万,成交周期18天,34793,低楼层(共6层),1995年建板楼,南 , 简装
